"Anno","Provincia","Comune","Grado Scolastico","Conta","Num. Tot Sezioni","Num Tot Maschi","Num Tot Femmine","Totale","Conta","Tot Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr. T","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr.","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr."
"2011-2012","VERCELLI","BURONZO","1 - Scuola dell'infanzia","1","2","20","18","38","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","BURONZO","2 - Scuola primaria","0","","","","","1","5","33","40","73","0","","","","","0","","","",""
"2011-2012","VERCELLI","BURONZO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","45","49","94","0","","","",""
"2011-2012","VERCELLI","CAMPERTOGNO","2 - Scuola primaria","0","","","","","1","5","7","6","13","0","","","","","0","","","",""
"2011-2012","VERCELLI","CARESANA","1 - Scuola dell'infanzia","1","1","11","9","20","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","CARESANA","2 - Scuola primaria","0","","","","","1","5","16","18","34","0","","","","","0","","","",""
"2011-2012","VERCELLI","CARESANA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","2","14","22","36","0","","","",""
"2011-2012","VERCELLI","CARESANABLOT","1 - Scuola dell'infanzia","1","2","20","13","33","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","CARISIO","1 - Scuola dell'infanzia","1","1","17","13","30","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","CARISIO","2 - Scuola primaria","0","","","","","1","5","4","13","17","0","","","","","0","","","",""
"2011-2012","VERCELLI","CELLIO","1 - Scuola dell'infanzia","1","1","9","3","12","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","CELLIO","2 - Scuola primaria","0","","","","","1","5","11","8","19","0","","","","","0","","","",""
"2011-2012","VERCELLI","CIGLIANO","1 - Scuola dell'infanzia","1","4","55","55","110","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","CIGLIANO","2 - Scuola primaria","0","","","","","1","10","96","97","193","0","","","","","0","","","",""
"2011-2012","VERCELLI","CIGLIANO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","88","78","166","0","","","",""
"2011-2012","VERCELLI","CRAVAGLIANA","2 - Scuola primaria","0","","","","","1","3","2","4","6","0","","","","","0","","","",""
"2011-2012","VERCELLI","CRESCENTINO","1 - Scuola dell'infanzia","2","12","121","139","260","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","CRESCENTINO","2 - Scuola primaria","0","","","","","1","19","189","212","401","0","","","","","0","","","",""
"2011-2012","VERCELLI","CRESCENTINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","141","144","285","0","","","",""
"2011-2012","VERCELLI","CRESCENTINO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","2","10","96","126","222"
"2011-2012","VERCELLI","DESANA","1 - Scuola dell'infanzia","1","2","23","21","44","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","DESANA","2 - Scuola primaria","0","","","","","1","5","30","16","46","0","","","","","0","","","",""
"2011-2012","VERCELLI","FONTANETTO PO","1 - Scuola dell'infanzia","1","2","16","13","29","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","FONTANETTO PO","2 - Scuola primaria","0","","","","","1","5","14","40","54","0","","","","","0","","","",""
"2011-2012","VERCELLI","FORMIGLIANA","1 - Scuola dell'infanzia","1","1","13","11","24","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","FORMIGLIANA","2 - Scuola primaria","0","","","","","1","5","8","10","18","0","","","","","0","","","",""
"2011-2012","VERCELLI","GATTINARA","1 - Scuola dell'infanzia","2","9","117","95","212","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","GATTINARA","2 - Scuola primaria","0","","","","","1","15","150","152","302","0","","","","","0","","","",""
"2011-2012","VERCELLI","GATTINARA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","123","135","258","0","","","",""
"2011-2012","VERCELLI","GATTINARA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","4","39","338","473","811"
"2011-2012","VERCELLI","GHISLARENGO","1 - Scuola dell'infanzia","1","1","15","8","23","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","LENTA","1 - Scuola dell'infanzia","1","1","4","11","15","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","LENTA","2 - Scuola primaria","0","","","","","1","5","20","18","38","0","","","","","0","","","",""
"2011-2012","VERCELLI","LIVORNO FERRARIS","1 - Scuola dell'infanzia","1","4","61","49","110","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","LIVORNO FERRARIS","2 - Scuola primaria","0","","","","","2","10","121","95","216","0","","","","","0","","","",""
"2011-2012","VERCELLI","LIVORNO FERRARIS","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","63","48","111","0","","","",""
"2011-2012","VERCELLI","LOZZOLO","1 - Scuola dell'infanzia","1","1","12","14","26","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","LOZZOLO","2 - Scuola primaria","0","","","","","1","5","22","23","45","0","","","","","0","","","",""
"2011-2012","VERCELLI","MONCRIVELLO","1 - Scuola dell'infanzia","1","2","29","19","48","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","MONCRIVELLO","2 - Scuola primaria","0","","","","","1","5","34","39","73","0","","","","","0","","","",""
"2011-2012","VERCELLI","MOTTA DE' CONTI","1 - Scuola dell'infanzia","1","1","7","12","19","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","MOTTA DE' CONTI","2 - Scuola primaria","0","","","","","1","5","9","13","22","0","","","","","0","","","",""
"2011-2012","VERCELLI","OLCENENGO","1 - Scuola dell'infanzia","1","2","14","17","31","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","OLCENENGO","2 - Scuola primaria","0","","","","","1","5","22","34","56","0","","","","","0","","","",""
"2011-2012","VERCELLI","PALAZZOLO VERCELLESE","1 - Scuola dell'infanzia","1","2","22","13","35","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","PALAZZOLO VERCELLESE","2 - Scuola primaria","0","","","","","1","5","15","27","42","0","","","","","0","","","",""
"2011-2012","VERCELLI","PEZZANA","1 - Scuola dell'infanzia","1","2","16","25","41","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","PEZZANA","2 - Scuola primaria","0","","","","","1","5","30","29","59","0","","","","","0","","","",""
"2011-2012","VERCELLI","POSTUA","1 - Scuola dell'infanzia","1","1","14","9","23","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","QUARONA","1 - Scuola dell'infanzia","3","7","69","81","150","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","QUARONA","2 - Scuola primaria","0","","","","","1","11","110","100","210","0","","","","","0","","","",""
"2011-2012","VERCELLI","QUARONA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","58","66","124","0","","","",""
"2011-2012","VERCELLI","ROASIO","1 - Scuola dell'infanzia","1","3","26","28","54","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","ROASIO","2 - Scuola primaria","0","","","","","1","6","52","56","108","0","","","","","0","","","",""
"2011-2012","VERCELLI","ROASIO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","48","54","102","0","","","",""
"2011-2012","VERCELLI","RONSECCO","2 - Scuola primaria","0","","","","","1","5","15","37","52","0","","","","","0","","","",""
"2011-2012","VERCELLI","ROVASENDA","1 - Scuola dell'infanzia","1","1","12","15","27","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","ROVASENDA","2 - Scuola primaria","0","","","","","1","5","21","11","32","0","","","","","0","","","",""
"2011-2012","VERCELLI","SALUGGIA","1 - Scuola dell'infanzia","2","4","53","52","105","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","SALUGGIA","2 - Scuola primaria","0","","","","","2","11","80","89","169","0","","","","","0","","","",""
"2011-2012","VERCELLI","SALUGGIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","68","58","126","0","","","",""
"2011-2012","VERCELLI","SAN GERMANO VERCELLESE","1 - Scuola dell'infanzia","1","2","27","29","56","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","SAN GERMANO VERCELLESE","2 - Scuola primaria","0","","","","","1","5","37","32","69","0","","","","","0","","","",""
"2011-2012","VERCELLI","SAN GERMANO VERCELLESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","28","25","53","0","","","",""
"2011-2012","VERCELLI","SANTHIA'","1 - Scuola dell'infanzia","2","9","123","119","242","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","SANTHIA'","2 - Scuola primaria","0","","","","","2","18","171","204","375","0","","","","","0","","","",""
"2011-2012","VERCELLI","SANTHIA'","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","119","132","251","0","","","",""
"2011-2012","VERCELLI","SANTHIA'","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","1","11","53","199","252"
"2011-2012","VERCELLI","SCOPELLO","1 - Scuola dell'infanzia","1","2","14","13","27","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","SCOPELLO","2 - Scuola primaria","0","","","","","1","5","25","24","49","0","","","","","0","","","",""
"2011-2012","VERCELLI","SERRAVALLE SESIA","1 - Scuola dell'infanzia","2","6","74","64","138","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","SERRAVALLE SESIA","2 - Scuola primaria","0","","","","","1","11","104","101","205","0","","","","","0","","","",""
"2011-2012","VERCELLI","SERRAVALLE SESIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","63","67","130","0","","","",""
"2011-2012","VERCELLI","STROPPIANA","1 - Scuola dell'infanzia","1","1","17","11","28","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","STROPPIANA","2 - Scuola primaria","0","","","","","1","5","14","16","30","0","","","","","0","","","",""
"2011-2012","VERCELLI","TRICERRO","1 - Scuola dell'infanzia","1","2","26","18","44","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","TRINO","1 - Scuola dell'infanzia","2","8","97","101","198","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","TRINO","2 - Scuola primaria","0","","","","","1","16","151","173","324","0","","","","","0","","","",""
"2011-2012","VERCELLI","TRINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","134","139","273","0","","","",""
"2011-2012","VERCELLI","TRINO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","2","25","236","290","526"
"2011-2012","VERCELLI","TRONZANO VERCELLESE","1 - Scuola dell'infanzia","1","4","50","44","94","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","TRONZANO VERCELLESE","2 - Scuola primaria","0","","","","","1","10","72","104","176","0","","","","","0","","","",""
"2011-2012","VERCELLI","TRONZANO VERCELLESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","50","48","98","0","","","",""
"2011-2012","VERCELLI","VALDUGGIA","1 - Scuola dell'infanzia","2","3","23","25","48","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","VALDUGGIA","2 - Scuola primaria","0","","","","","1","5","47","32","79","0","","","","","0","","","",""
"2011-2012","VERCELLI","VALDUGGIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","28","38","66","0","","","",""
"2011-2012","VERCELLI","VARALLO","1 - Scuola dell'infanzia","2","9","109","119","228","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","VARALLO","2 - Scuola primaria","0","","","","","2","17","156","168","324","0","","","","","0","","","",""
"2011-2012","VERCELLI","VARALLO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","111","112","223","0","","","",""
"2011-2012","VERCELLI","VARALLO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","5","46","487","352","839"
"2011-2012","VERCELLI","VERCELLI","1 - Scuola dell'infanzia","18","50","660","592","1252","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","VERCELLI","2 - Scuola primaria","0","","","","","13","106","950","1045","1995","0","","","","","0","","","",""
"2011-2012","VERCELLI","VERCELLI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","4","60","696","686","1382","0","","","",""
"2011-2012","VERCELLI","VERCELLI","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","20","194","1969","2016","3985"
"2011-2012","VERCELLI","VILLATA","1 - Scuola dell'infanzia","1","3","44","29","73","0","","","","","0","","","","","0","","","",""
"2011-2012","VERCELLI","VILLATA","2 - Scuola primaria","0","","","","","1","5","27","36","63","0","","","","","0","","","",""
"2011-2012","VERCELLI","VILLATA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","42","39","81","0","","","",""
"2012-2013","ALESSANDRIA","ACQUI TERME","1 - Scuola dell'infanzia","4","21","269","256","525","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ACQUI TERME","2 - Scuola primaria","0","","","","","4","42","405","420","825","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ACQUI TERME","3 - Scuola secondaria di I grado","0","","","","","0","","","","","3","30","306","333","639","0","","","",""
"2012-2013","ALESSANDRIA","ACQUI TERME","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","11","80","921","834","1755"
"2012-2013","ALESSANDRIA","ALESSANDRIA","1 - Scuola dell'infanzia","34","97","1298","1149","2447","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ALESSANDRIA","2 - Scuola primaria","0","","","","","23","191","1933","2044","3977","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ALESSANDRIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","10","101","1191","1255","2446","0","","","",""
"2012-2013","ALESSANDRIA","ALESSANDRIA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","16","193","2078","2290","4368"
"2012-2013","ALESSANDRIA","ALFIANO NATTA","2 - Scuola primaria","0","","","","","1","4","3","9","12","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ALLUVIONI CAMBIO'","1 - Scuola dell'infanzia","1","2","29","18","47","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ALLUVIONI CAMBIO'","2 - Scuola primaria","0","","","","","1","5","12","16","28","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ALTAVILLA MONFERRATO","1 - Scuola dell'infanzia","1","1","9","14","23","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ARQUATA SCRIVIA","1 - Scuola dell'infanzia","2","8","109","91","200","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ARQUATA SCRIVIA","2 - Scuola primaria","0","","","","","1","11","121","113","234","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","ARQUATA SCRIVIA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","73","96","169","0","","","",""
"2012-2013","ALESSANDRIA","BALZOLA","1 - Scuola dell'infanzia","1","2","19","21","40","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BALZOLA","2 - Scuola primaria","0","","","","","1","5","23","44","67","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BASALUZZO","1 - Scuola dell'infanzia","1","3","28","31","59","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BASALUZZO","2 - Scuola primaria","0","","","","","1","5","38","37","75","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BASALUZZO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","22","34","56","0","","","",""
"2012-2013","ALESSANDRIA","BASSIGNANA","1 - Scuola dell'infanzia","1","2","22","17","39","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BASSIGNANA","2 - Scuola primaria","0","","","","","1","5","32","35","67","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BERGAMASCO","1 - Scuola dell'infanzia","1","1","13","13","26","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BERGAMASCO","2 - Scuola primaria","0","","","","","1","5","18","19","37","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BISTAGNO","1 - Scuola dell'infanzia","1","3","41","33","74","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BISTAGNO","2 - Scuola primaria","0","","","","","1","6","55","57","112","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BISTAGNO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","7","59","71","130","0","","","",""
"2012-2013","ALESSANDRIA","BORGHETTO DI BORBERA","1 - Scuola dell'infanzia","1","2","20","17","37","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BORGHETTO DI BORBERA","2 - Scuola primaria","0","","","","","1","5","31","40","71","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BORGORATTO ALESSANDRINO","2 - Scuola primaria","0","","","","","1","5","35","36","71","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BORGO SAN MARTINO","1 - Scuola dell'infanzia","1","2","25","22","47","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BORGO SAN MARTINO","2 - Scuola primaria","0","","","","","1","5","23","38","61","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BOSCO MARENGO","1 - Scuola dell'infanzia","1","2","22","25","47","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BOSCO MARENGO","2 - Scuola primaria","0","","","","","1","5","32","50","82","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BOSCO MARENGO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","32","49","81","0","","","",""
"2012-2013","ALESSANDRIA","BOSIO","1 - Scuola dell'infanzia","1","2","35","24","59","0","","","","","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","BOSIO","2 - Scuola primaria","0","","","","","1","5","18","26","44","0","","","","","0","","","",""
"2012-2013","ALESSANDRIA","CAPRIATA D'ORBA","1 - Scuola dell'infanzia","1","2","24","31","55","0","","","","","0","","","","","0","","","",""
