"Anno","Provincia","Comune","Grado Scolastico","Conta","Num. Tot Sezioni","Num Tot Maschi","Num Tot Femmine","Totale","Conta","Tot Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr. T","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr.","Conta","Tot Iscr. Classi","Tot Iscr. F","Tot Iscr. M","Tot Iscr."
"2012-2013","TORINO","LUSERNA SAN GIOVANNI","1 - Scuola dell'infanzia","5","9","105","106","211","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","LUSERNA SAN GIOVANNI","2 - Scuola primaria","0","","","","","3","15","160","142","302","0","","","","","0","","","",""
"2012-2013","TORINO","LUSERNA SAN GIOVANNI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","11","115","131","246","0","","","",""
"2012-2013","TORINO","LUSERNA SAN GIOVANNI","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","3","7","90","60","150"
"2012-2013","TORINO","LUSERNETTA","1 - Scuola dell'infanzia","1","1","10","8","18","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","LUSERNETTA","2 - Scuola primaria","0","","","","","1","5","8","11","19","0","","","","","0","","","",""
"2012-2013","TORINO","LUSIGLIE'","1 - Scuola dell'infanzia","1","1","14","12","26","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","LUSIGLIE'","2 - Scuola primaria","0","","","","","1","5","8","6","14","0","","","","","0","","","",""
"2012-2013","TORINO","MACELLO","1 - Scuola dell'infanzia","1","1","14","8","22","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MACELLO","2 - Scuola primaria","0","","","","","1","5","34","39","73","0","","","","","0","","","",""
"2012-2013","TORINO","MARENTINO","1 - Scuola dell'infanzia","1","2","22","21","43","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MARENTINO","2 - Scuola primaria","0","","","","","1","5","42","39","81","0","","","","","0","","","",""
"2012-2013","TORINO","MATHI","1 - Scuola dell'infanzia","1","4","57","39","96","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MATHI","2 - Scuola primaria","0","","","","","1","10","104","108","212","0","","","","","0","","","",""
"2012-2013","TORINO","MATHI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","58","52","110","0","","","",""
"2012-2013","TORINO","MATTIE","1 - Scuola dell'infanzia","1","1","9","9","18","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MATTIE","2 - Scuola primaria","0","","","","","1","5","13","13","26","0","","","","","0","","","",""
"2012-2013","TORINO","MAZZE'","1 - Scuola dell'infanzia","1","3","39","48","87","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MAZZE'","2 - Scuola primaria","0","","","","","2","10","86","89","175","0","","","","","0","","","",""
"2012-2013","TORINO","MEANA DI SUSA","1 - Scuola dell'infanzia","1","1","16","10","26","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MEANA DI SUSA","2 - Scuola primaria","0","","","","","1","5","18","8","26","0","","","","","0","","","",""
"2012-2013","TORINO","MERCENASCO","1 - Scuola dell'infanzia","1","1","18","10","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MEZZENILE","1 - Scuola dell'infanzia","1","2","21","14","35","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MEZZENILE","2 - Scuola primaria","0","","","","","1","5","13","15","28","0","","","","","0","","","",""
"2012-2013","TORINO","MOMPANTERO","1 - Scuola dell'infanzia","1","1","12","11","23","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MONCALIERI","1 - Scuola dell'infanzia","19","60","779","731","1510","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MONCALIERI","2 - Scuola primaria","0","","","","","17","121","1252","1326","2578","0","","","","","0","","","",""
"2012-2013","TORINO","MONCALIERI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","7","64","666","735","1401","0","","","",""
"2012-2013","TORINO","MONCALIERI","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","8","110","623","1857","2480"
"2012-2013","TORINO","MONTALENGHE","1 - Scuola dell'infanzia","1","1","11","15","26","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MONTALENGHE","2 - Scuola primaria","0","","","","","1","3","15","26","41","0","","","","","0","","","",""
"2012-2013","TORINO","MONTALTO DORA","1 - Scuola dell'infanzia","2","4","46","47","93","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MONTALTO DORA","2 - Scuola primaria","0","","","","","1","10","81","86","167","0","","","","","0","","","",""
"2012-2013","TORINO","MONTALTO DORA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","4","41","49","90","0","","","",""
"2012-2013","TORINO","MONTANARO","1 - Scuola dell'infanzia","3","7","101","88","189","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MONTANARO","2 - Scuola primaria","0","","","","","2","15","138","165","303","0","","","","","0","","","",""
"2012-2013","TORINO","MONTANARO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","63","89","152","0","","","",""
"2012-2013","TORINO","MONTEU DA PO","1 - Scuola dell'infanzia","1","1","17","6","23","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MONTEU DA PO","2 - Scuola primaria","0","","","","","1","5","18","20","38","0","","","","","0","","","",""
"2012-2013","TORINO","MORIONDO TORINESE","1 - Scuola dell'infanzia","1","2","19","19","38","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","MORIONDO TORINESE","2 - Scuola primaria","0","","","","","1","5","20","21","41","0","","","","","0","","","",""
"2012-2013","TORINO","NICHELINO","1 - Scuola dell'infanzia","11","54","693","678","1371","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","NICHELINO","2 - Scuola primaria","0","","","","","10","107","1153","1192","2345","0","","","","","0","","","",""
"2012-2013","TORINO","NICHELINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","4","59","621","668","1289","0","","","",""
"2012-2013","TORINO","NICHELINO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","7","80","713","1010","1723"
"2012-2013","TORINO","NOLE","1 - Scuola dell'infanzia","2","7","108","72","180","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","NOLE","2 - Scuola primaria","0","","","","","2","13","130","147","277","0","","","","","0","","","",""
"2012-2013","TORINO","NOLE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","110","135","245","0","","","",""
"2012-2013","TORINO","NONE","1 - Scuola dell'infanzia","2","9","105","113","218","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","NONE","2 - Scuola primaria","0","","","","","2","20","190","202","392","0","","","","","0","","","",""
"2012-2013","TORINO","NONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","12","117","133","250","0","","","",""
"2012-2013","TORINO","NOVALESA","1 - Scuola dell'infanzia","1","1","9","7","16","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","NOVALESA","2 - Scuola primaria","0","","","","","1","4","10","9","19","0","","","","","0","","","",""
"2012-2013","TORINO","OGLIANICO","1 - Scuola dell'infanzia","1","4","40","49","89","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","OGLIANICO","2 - Scuola primaria","0","","","","","1","5","48","42","90","0","","","","","0","","","",""
"2012-2013","TORINO","ORBASSANO","1 - Scuola dell'infanzia","6","23","344","297","641","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ORBASSANO","2 - Scuola primaria","0","","","","","5","47","520","535","1055","0","","","","","0","","","",""
"2012-2013","TORINO","ORBASSANO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","24","282","263","545","0","","","",""
"2012-2013","TORINO","ORBASSANO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","4","68","588","857","1445"
"2012-2013","TORINO","ORIO CANAVESE","1 - Scuola dell'infanzia","1","1","13","12","25","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ORIO CANAVESE","2 - Scuola primaria","0","","","","","1","2","16","12","28","0","","","","","0","","","",""
"2012-2013","TORINO","OSASCO","1 - Scuola dell'infanzia","1","2","22","26","48","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","OSASCO","2 - Scuola primaria","0","","","","","1","5","42","26","68","0","","","","","0","","","",""
"2012-2013","TORINO","OSASCO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","2","14","81","233","314"
"2012-2013","TORINO","OSASIO","1 - Scuola dell'infanzia","1","1","16","10","26","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","OSASIO","2 - Scuola primaria","0","","","","","1","5","26","22","48","0","","","","","0","","","",""
"2012-2013","TORINO","OULX","1 - Scuola dell'infanzia","1","3","39","39","78","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","OULX","2 - Scuola primaria","0","","","","","1","6","47","70","117","0","","","","","0","","","",""
"2012-2013","TORINO","OULX","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","73","89","162","0","","","",""
"2012-2013","TORINO","OULX","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","6","34","424","286","710"
"2012-2013","TORINO","OZEGNA","1 - Scuola dell'infanzia","1","2","23","27","50","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","OZEGNA","2 - Scuola primaria","0","","","","","1","5","28","34","62","0","","","","","0","","","",""
"2012-2013","TORINO","PALAZZO CANAVESE","1 - Scuola dell'infanzia","1","1","20","8","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PANCALIERI","1 - Scuola dell'infanzia","1","2","27","24","51","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PANCALIERI","2 - Scuola primaria","0","","","","","2","6","51","49","100","0","","","","","0","","","",""
"2012-2013","TORINO","PANCALIERI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","7","73","64","137","0","","","",""
"2012-2013","TORINO","PARELLA","1 - Scuola dell'infanzia","1","1","7","21","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PAVAROLO","1 - Scuola dell'infanzia","1","2","21","33","54","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PAVAROLO","2 - Scuola primaria","0","","","","","1","5","53","24","77","0","","","","","0","","","",""
"2012-2013","TORINO","PAVONE CANAVESE","1 - Scuola dell'infanzia","1","3","40","45","85","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PAVONE CANAVESE","2 - Scuola primaria","0","","","","","1","8","79","79","158","0","","","","","0","","","",""
"2012-2013","TORINO","PAVONE CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","44","49","93","0","","","",""
"2012-2013","TORINO","PECETTO TORINESE","1 - Scuola dell'infanzia","1","3","40","47","87","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PECETTO TORINESE","2 - Scuola primaria","0","","","","","1","11","123","118","241","0","","","","","0","","","",""
"2012-2013","TORINO","PECETTO TORINESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","105","97","202","0","","","",""
"2012-2013","TORINO","PEROSA ARGENTINA","1 - Scuola dell'infanzia","2","4","54","51","105","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PEROSA ARGENTINA","2 - Scuola primaria","0","","","","","1","7","50","65","115","0","","","","","0","","","",""
"2012-2013","TORINO","PEROSA ARGENTINA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","7","55","90","145","0","","","",""
"2012-2013","TORINO","PERRERO","2 - Scuola primaria","0","","","","","1","5","7","11","18","0","","","","","0","","","",""
"2012-2013","TORINO","PERRERO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","4","12","16","0","","","",""
"2012-2013","TORINO","PERTUSIO","1 - Scuola dell'infanzia","1","1","12","16","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PERTUSIO","2 - Scuola primaria","0","","","","","1","5","21","21","42","0","","","","","0","","","",""
"2012-2013","TORINO","PESSINETTO","2 - Scuola primaria","0","","","","","1","4","10","15","25","0","","","","","0","","","",""
"2012-2013","TORINO","PIANEZZA","1 - Scuola dell'infanzia","5","20","261","217","478","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PIANEZZA","2 - Scuola primaria","0","","","","","3","34","376","420","796","0","","","","","0","","","",""
"2012-2013","TORINO","PIANEZZA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","24","232","277","509","0","","","",""
"2012-2013","TORINO","PIANEZZA","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","2","38","219","427","646"
"2012-2013","TORINO","PINASCA","1 - Scuola dell'infanzia","2","2","24","21","45","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PINASCA","2 - Scuola primaria","0","","","","","1","5","61","46","107","0","","","","","0","","","",""
"2012-2013","TORINO","PINEROLO","1 - Scuola dell'infanzia","11","39","487","508","995","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PINEROLO","2 - Scuola primaria","0","","","","","9","77","762","804","1566","0","","","","","0","","","",""
"2012-2013","TORINO","PINEROLO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","5","47","541","525","1066","0","","","",""
"2012-2013","TORINO","PINEROLO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","18","238","2944","2457","5401"
"2012-2013","TORINO","PINO TORINESE","1 - Scuola dell'infanzia","3","10","104","103","207","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PINO TORINESE","2 - Scuola primaria","0","","","","","2","19","193","208","401","0","","","","","0","","","",""
"2012-2013","TORINO","PINO TORINESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","10","103","107","210","0","","","",""
"2012-2013","TORINO","PIOBESI TORINESE","1 - Scuola dell'infanzia","2","5","61","69","130","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PIOBESI TORINESE","2 - Scuola primaria","0","","","","","1","9","87","85","172","0","","","","","0","","","",""
"2012-2013","TORINO","PIOBESI TORINESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","8","100","73","173","0","","","",""
"2012-2013","TORINO","PIOSSASCO","1 - Scuola dell'infanzia","7","22","265","293","558","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PIOSSASCO","2 - Scuola primaria","0","","","","","4","39","429","487","916","0","","","","","0","","","",""
"2012-2013","TORINO","PIOSSASCO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","21","255","255","510","0","","","",""
"2012-2013","TORINO","PISCINA","1 - Scuola dell'infanzia","1","5","63","56","119","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PISCINA","2 - Scuola primaria","0","","","","","1","10","91","91","182","0","","","","","0","","","",""
"2012-2013","TORINO","PISCINA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","59","51","110","0","","","",""
"2012-2013","TORINO","PIVERONE","1 - Scuola dell'infanzia","1","1","14","14","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PIVERONE","2 - Scuola primaria","0","","","","","1","5","42","46","88","0","","","","","0","","","",""
"2012-2013","TORINO","PIVERONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","57","65","122","0","","","",""
"2012-2013","TORINO","POIRINO","1 - Scuola dell'infanzia","4","12","156","136","292","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","POIRINO","2 - Scuola primaria","0","","","","","4","28","256","259","515","0","","","","","0","","","",""
"2012-2013","TORINO","POIRINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","13","141","146","287","0","","","",""
"2012-2013","TORINO","POMARETTO","1 - Scuola dell'infanzia","1","1","17","11","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","POMARETTO","2 - Scuola primaria","0","","","","","1","5","30","19","49","0","","","","","0","","","",""
"2012-2013","TORINO","PONT-CANAVESE","1 - Scuola dell'infanzia","1","3","43","41","84","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PONT-CANAVESE","2 - Scuola primaria","0","","","","","1","10","86","84","170","0","","","","","0","","","",""
"2012-2013","TORINO","PONT-CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","80","77","157","0","","","",""
"2012-2013","TORINO","PORTE","1 - Scuola dell'infanzia","1","1","12","12","24","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PORTE","2 - Scuola primaria","0","","","","","1","5","21","27","48","0","","","","","0","","","",""
"2012-2013","TORINO","PRAGELATO","1 - Scuola dell'infanzia","1","1","13","15","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PRAGELATO","2 - Scuola primaria","0","","","","","1","5","16","13","29","0","","","","","0","","","",""
"2012-2013","TORINO","PRALI","2 - Scuola primaria","0","","","","","1","4","4","5","9","0","","","","","0","","","",""
"2012-2013","TORINO","PRALORMO","1 - Scuola dell'infanzia","1","2","28","27","55","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PRALORMO","2 - Scuola primaria","0","","","","","1","5","46","53","99","0","","","","","0","","","",""
"2012-2013","TORINO","PRALORMO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","34","26","60","0","","","",""
"2012-2013","TORINO","PRAROSTINO","1 - Scuola dell'infanzia","1","2","27","21","48","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PRAROSTINO","2 - Scuola primaria","0","","","","","1","5","30","29","59","0","","","","","0","","","",""
"2012-2013","TORINO","PRASCORSANO","1 - Scuola dell'infanzia","1","1","15","12","27","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PRASCORSANO","2 - Scuola primaria","0","","","","","1","5","26","30","56","0","","","","","0","","","",""
"2012-2013","TORINO","PRATIGLIONE","1 - Scuola dell'infanzia","1","1","15","10","25","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","PRATIGLIONE","2 - Scuola primaria","0","","","","","1","5","8","12","20","0","","","","","0","","","",""
"2012-2013","TORINO","QUASSOLO","1 - Scuola dell'infanzia","1","1","15","9","24","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","QUINCINETTO","1 - Scuola dell'infanzia","1","1","13","15","28","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","QUINCINETTO","2 - Scuola primaria","0","","","","","1","3","29","33","62","0","","","","","0","","","",""
"2012-2013","TORINO","REANO","1 - Scuola dell'infanzia","1","2","25","24","49","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","REANO","2 - Scuola primaria","0","","","","","1","5","41","53","94","0","","","","","0","","","",""
"2012-2013","TORINO","RIVALBA","1 - Scuola dell'infanzia","1","2","21","21","42","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RIVALBA","2 - Scuola primaria","0","","","","","1","5","32","53","85","0","","","","","0","","","",""
"2012-2013","TORINO","RIVALTA DI TORINO","1 - Scuola dell'infanzia","6","22","299","286","585","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RIVALTA DI TORINO","2 - Scuola primaria","0","","","","","5","40","457","421","878","0","","","","","0","","","",""
"2012-2013","TORINO","RIVALTA DI TORINO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","26","262","325","587","0","","","",""
"2012-2013","TORINO","RIVA PRESSO CHIERI","1 - Scuola dell'infanzia","1","4","80","57","137","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RIVA PRESSO CHIERI","2 - Scuola primaria","0","","","","","1","10","107","113","220","0","","","","","0","","","",""
"2012-2013","TORINO","RIVA PRESSO CHIERI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","72","64","136","0","","","",""
"2012-2013","TORINO","RIVARA","1 - Scuola dell'infanzia","1","2","29","29","58","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RIVARA","2 - Scuola primaria","0","","","","","1","6","47","52","99","0","","","","","0","","","",""
"2012-2013","TORINO","RIVAROLO CANAVESE","1 - Scuola dell'infanzia","8","14","191","175","366","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RIVAROLO CANAVESE","2 - Scuola primaria","0","","","","","4","29","315","287","602","0","","","","","0","","","",""
"2012-2013","TORINO","RIVAROLO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","23","227","243","470","0","","","",""
"2012-2013","TORINO","RIVAROLO CANAVESE","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","3","50","439","740","1179"
"2012-2013","TORINO","RIVAROSSA","1 - Scuola dell'infanzia","1","2","20","13","33","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RIVAROSSA","2 - Scuola primaria","0","","","","","1","5","27","48","75","0","","","","","0","","","",""
"2012-2013","TORINO","RIVOLI","1 - Scuola dell'infanzia","16","54","687","618","1305","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RIVOLI","2 - Scuola primaria","0","","","","","16","113","1108","1197","2305","0","","","","","0","","","",""
"2012-2013","TORINO","RIVOLI","3 - Scuola secondaria di I grado","0","","","","","0","","","","","7","68","702","763","1465","0","","","",""
"2012-2013","TORINO","RIVOLI","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","12","115","1076","1314","2390"
"2012-2013","TORINO","ROBASSOMERO","1 - Scuola dell'infanzia","1","3","40","31","71","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ROBASSOMERO","2 - Scuola primaria","0","","","","","1","8","68","65","133","0","","","","","0","","","",""
"2012-2013","TORINO","ROBASSOMERO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","44","56","100","0","","","",""
"2012-2013","TORINO","ROCCA CANAVESE","1 - Scuola dell'infanzia","1","2","13","24","37","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ROCCA CANAVESE","2 - Scuola primaria","0","","","","","1","5","31","38","69","0","","","","","0","","","",""
"2012-2013","TORINO","ROCCA CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","43","57","100","0","","","",""
"2012-2013","TORINO","ROLETTO","1 - Scuola dell'infanzia","1","2","21","35","56","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ROLETTO","2 - Scuola primaria","0","","","","","1","5","29","43","72","0","","","","","0","","","",""
"2012-2013","TORINO","ROMANO CANAVESE","1 - Scuola dell'infanzia","1","3","39","41","80","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ROMANO CANAVESE","2 - Scuola primaria","0","","","","","1","7","69","61","130","0","","","","","0","","","",""
"2012-2013","TORINO","RONCO CANAVESE","2 - Scuola primaria","0","","","","","1","3","4","1","5","0","","","","","0","","","",""
"2012-2013","TORINO","RONDISSONE","1 - Scuola dell'infanzia","1","2","25","23","48","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RONDISSONE","2 - Scuola primaria","0","","","","","1","5","38","36","74","0","","","","","0","","","",""
"2012-2013","TORINO","RONDISSONE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","3","12","25","37","0","","","",""
"2012-2013","TORINO","ROSTA","1 - Scuola dell'infanzia","2","5","73","64","137","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ROSTA","2 - Scuola primaria","0","","","","","1","12","121","135","256","0","","","","","0","","","",""
"2012-2013","TORINO","ROSTA","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","52","43","95","0","","","",""
"2012-2013","TORINO","ROURE","1 - Scuola dell'infanzia","1","1","12","7","19","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","ROURE","2 - Scuola primaria","0","","","","","1","5","16","10","26","0","","","","","0","","","",""
"2012-2013","TORINO","RUBIANA","1 - Scuola dell'infanzia","1","3","32","35","67","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RUBIANA","2 - Scuola primaria","0","","","","","1","5","39","43","82","0","","","","","0","","","",""
"2012-2013","TORINO","RUEGLIO","1 - Scuola dell'infanzia","1","1","11","14","25","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","RUEGLIO","2 - Scuola primaria","0","","","","","1","5","10","20","30","0","","","","","0","","","",""
"2012-2013","TORINO","SALASSA","2 - Scuola primaria","0","","","","","1","5","46","43","89","0","","","","","0","","","",""
"2012-2013","TORINO","SALBERTRAND","1 - Scuola dell'infanzia","1","1","7","8","15","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SALBERTRAND","2 - Scuola primaria","0","","","","","1","5","14","16","30","0","","","","","0","","","",""
"2012-2013","TORINO","SAMONE","1 - Scuola dell'infanzia","1","2","37","19","56","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAMONE","2 - Scuola primaria","0","","","","","1","5","31","46","77","0","","","","","0","","","",""
"2012-2013","TORINO","SAN BENIGNO CANAVESE","1 - Scuola dell'infanzia","2","9","107","105","212","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN BENIGNO CANAVESE","2 - Scuola primaria","0","","","","","1","12","144","122","266","0","","","","","0","","","",""
"2012-2013","TORINO","SAN BENIGNO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","2","15","125","186","311","0","","","",""
"2012-2013","TORINO","SAN CARLO CANAVESE","1 - Scuola dell'infanzia","1","4","39","51","90","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN CARLO CANAVESE","2 - Scuola primaria","0","","","","","1","10","97","126","223","0","","","","","0","","","",""
"2012-2013","TORINO","SAN CARLO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","10","104","104","208","0","","","",""
"2012-2013","TORINO","SAN DIDERO","1 - Scuola dell'infanzia","1","1","15","5","20","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN DIDERO","2 - Scuola primaria","0","","","","","1","5","17","12","29","0","","","","","0","","","",""
"2012-2013","TORINO","SAN FRANCESCO AL CAMPO","1 - Scuola dell'infanzia","2","6","73","77","150","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN FRANCESCO AL CAMPO","2 - Scuola primaria","0","","","","","1","10","130","98","228","0","","","","","0","","","",""
"2012-2013","TORINO","SAN FRANCESCO AL CAMPO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","6","74","75","149","0","","","",""
"2012-2013","TORINO","SANGANO","1 - Scuola dell'infanzia","1","3","43","40","83","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SANGANO","2 - Scuola primaria","0","","","","","1","10","105","104","209","0","","","","","0","","","",""
"2012-2013","TORINO","SANGANO","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","5","59","48","107","0","","","",""
"2012-2013","TORINO","SANGANO","4 - Scuola secondaria di II grado","0","","","","","0","","","","","0","","","","","1","10","193","28","221"
"2012-2013","TORINO","SAN GERMANO CHISONE","1 - Scuola dell'infanzia","1","2","30","17","47","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GERMANO CHISONE","2 - Scuola primaria","0","","","","","1","5","33","43","76","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GILLIO","1 - Scuola dell'infanzia","1","4","37","38","75","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GILLIO","2 - Scuola primaria","0","","","","","1","6","63","69","132","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GIORGIO CANAVESE","1 - Scuola dell'infanzia","1","4","52","39","91","0","","","","","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GIORGIO CANAVESE","2 - Scuola primaria","0","","","","","1","7","64","63","127","0","","","","","0","","","",""
"2012-2013","TORINO","SAN GIORGIO CANAVESE","3 - Scuola secondaria di I grado","0","","","","","0","","","","","1","9","97","84","181","0","","","",""
"2012-2013","TORINO","SAN GIORIO DI SUSA","1 - Scuola dell'infanzia","1","1","13","12","25","0","","","","","0","","","","","0","","","",""
